k1,k2,k3,k4,k5,k6,k7,k8,st,k9,k10,cb_person_cred_hist_length
22,60000,MORTGAGE,4,PERSONAL,C,3000,13.16,0,0.05,N,2
22,33600,OWN,1,MEDICAL,D,5000,18.25,0,0.15,N,2
24,40000,RENT,6,EDUCATION,A,5000,6.17,0,0.13,N,2
23,75000,OWN,5,PERSONAL,A,5000,8.49,0,0.07,N,4
29,62000,MORTGAGE,6,VENTURE,A,12000,7.51,0,0.19,N,8
24,56000,MORTGAGE,8,EDUCATION,A,10000,7.49,0,0.18,N,3
32,48000,MORTGAGE,8,HOMEIMPROVEMENT,A,5200,5.42,0,0.11,N,5
27,50000,MORTGAGE,1,PERSONAL,A,3000,7.68,0,0.06,N,5
29,40800,RENT,2,DEBTCONSOLIDATION,C,3500,11.97,0,0.09,Y,9
22,75000,RENT,0,MEDICAL,B,10800,9.62,0,0.14,N,3
21,62000,MORTGAGE,2,DEBTCONSOLIDATION,A,6000,7.51,0,0.1,N,2
30,66560,MORTGAGE,10,DEBTCONSOLIDATION,A,2500,6.39,0,0.04,N,7
36,144000,MORTGAGE,1,DEBTCONSOLIDATION,A,21000,7.9,0,0.15,N,16
27,46000,RENT,5,EDUCATION,D,13000,14.59,0,0.28,Y,10
22,77000,MORTGAGE,5,EDUCATION,B,21000,11.48,0,0.27,N,3
26,78000,MORTGAGE,7,HOMEIMPROVEMENT,B,3000,11.49,0,0.04,N,2
32,62000,OWN,1,EDUCATION,B,15000,12.18,0,0.24,N,6
47,168000,MORTGAGE,13,EDUCATION,A,8775,8.49,0,0.05,N,12
23,30159,RENT,0,EDUCATION,B,5000,11.12,0,0.17,N,2
23,20000,OWN,7,MEDICAL,A,1200,7.49,0,0.06,N,3
25,75000,RENT,4,PERSONAL,B,4000,11.49,0,0.05,N,2
21,48000,MORTGAGE,5,EDUCATION,C,10800,12.84,0,0.23,N,2
24,150000,MORTGAGE,8,PERSONAL,C,25000,12.99,0,0.17,Y,4
22,46500,RENT,4,VENTURE,B,5000,10.37,0,0.11,N,4
39,66200,MORTGAGE,5,VENTURE,B,13750,9.88,0,0.21,N,16
32,27000,RENT,2,MEDICAL,C,6000,12.73,0,0.22,N,10
25,80208,MORTGAGE,1,MEDICAL,A,4000,5.42,0,0.05,N,3
36,65000,MORTGAGE,3,EDUCATION,A,6500,5.79,0,0.1,N,12
31,110000,RENT,15,DEBTCONSOLIDATION,A,6000,6.99,0,0.05,N,6
20,42000,RENT,4,VENTURE,B,6500,11.71,0,0.15,N,2
26,69600,MORTGAGE,3,VENTURE,C,5000,11.66,0,0.07,N,4
22,57000,MORTGAGE,5,PERSONAL,B,7500,10.25,0,0.13,N,2
24,145000,MORTGAGE,0,HOMEIMPROVEMENT,B,7000,10.99,0,0.05,N,3
36,50000,MORTGAGE,8,DEBTCONSOLIDATION,A,10000,6.03,0,0.2,N,13
30,182004,MORTGAGE,2,PERSONAL,A,7200,6.62,0,0.04,N,5
33,54072,MORTGAGE,1,DEBTCONSOLIDATION,A,3000,6.99,0,0.06,N,7
34,20400,MORTGAGE,6,MEDICAL,C,3300,13.06,0,0.16,Y,10
26,94000,MORTGAGE,1,MEDICAL,A,5000,7.68,0,0.05,N,3
27,48000,RENT,4,MEDICAL,A,2800,7.49,0,0.06,N,5
48,41500,RENT,3,MEDICAL,A,5000,7.29,0,0.12,N,16
26,76668,RENT,10,DEBTCONSOLIDATION,A,7200,9.63,0,0.09,N,4
35,60000,MORTGAGE,12,DEBTCONSOLIDATION,C,25000,12.73,0,0.42,N,8
27,31200,MORTGAGE,1,HOMEIMPROVEMENT,B,12300,12.53,0,0.39,N,8
22,60000,MORTGAGE,6,VENTURE,A,7000,7.14,0,0.12,N,3
28,102058,MORTGAGE,13,EDUCATION,C,15000,13.92,0,0.15,Y,8
23,89204,MORTGAGE,5,EDUCATION,A,18000,7.9,0,0.2,N,4
23,33000,MORTGAGE,4,EDUCATION,A,8000,7.49,0,0.24,N,3
21,80000,MORTGAGE,5,EDUCATION,A,12000,5.99,0,0.15,N,2
35,42000,RENT,7,MEDICAL,B,1000,11.12,0,0.02,N,5
32,50004,MORTGAGE,2,EDUCATION,C,6250,12.87,0,0.12,Y,6
30,58000,MORTGAGE,9,HOMEIMPROVEMENT,A,3000,5.42,0,0.05,N,9
29,111740,MORTGAGE,4,PERSONAL,C,5000,14.27,0,0.04,Y,6
28,40000,RENT,12,PERSONAL,B,1000,9.88,0,0.03,N,9
37,63000,RENT,0,HOMEIMPROVEMENT,B,4000,,0,0.06,N,13
37,72000,MORTGAGE,9,EDUCATION,C,1600,13.92,0,0.02,Y,16
23,43200,MORTGAGE,5,VENTURE,B,10000,12.69,0,0.23,N,3
21,35000,MORTGAGE,6,DEBTCONSOLIDATION,B,15000,,0,0.43,N,4
35,71000,RENT,3,EDUCATION,B,8000,11.49,0,0.11,N,6
23,50000,RENT,3,EDUCATION,C,4000,12.61,0,0.08,Y,2
25,200000,MORTGAGE,9,PERSONAL,C,23050,14.35,0,0.12,N,3
26,40000,RENT,10,PERSONAL,D,6925,15.99,0,0.17,N,4
21,57000,OWN,5,VENTURE,B,8000,10.65,0,0.14,N,2
29,46140,MORTGAGE,2,HOMEIMPROVEMENT,C,4800,14.72,0,0.1,Y,6
32,108000,MORTGAGE,11,VENTURE,C,20000,12.53,0,0.19,Y,10
30,95000,MORTGAGE,0,DEBTCONSOLIDATION,A,10000,7.51,0,0.11,N,9
28,136092,MORTGAGE,2,PERSONAL,C,8000,13.61,0,0.06,N,7
22,66000,RENT,4,EDUCATION,B,6000,9.99,0,0.09,N,4
22,23000,MORTGAGE,1,EDUCATION,A,2400,9.63,0,0.1,N,4
33,172000,MORTGAGE,4,EDUCATION,B,16000,9.63,0,0.09,N,8
50,137000,MORTGAGE,2,MEDICAL,A,23000,7.9,0,0.17,N,13
26,64992,MORTGAGE,1,DEBTCONSOLIDATION,A,4000,9.63,0,0.06,N,4
27,61200,MORTGAGE,,HOMEIMPROVEMENT,B,5700,11.12,0,0.09,N,6
24,42000,MORTGAGE,8,VENTURE,B,22250,11.11,0,0.53,N,2
30,135000,RENT,4,VENTURE,D,25000,15.21,0,0.19,N,9
22,36000,RENT,0,PERSONAL,B,3000,11.71,0,0.08,N,3
23,159996,MORTGAGE,2,PERSONAL,A,12000,5.42,0,0.08,N,4
28,51200,RENT,0,EDUCATION,B,5000,11.14,0,0.1,N,10
32,95000,MORTGAGE,16,HOMEIMPROVEMENT,A,9000,7.88,0,0.09,N,9
27,65000,MORTGAGE,11,VENTURE,A,8000,7.49,0,0.12,N,8
22,60000,RENT,0,MEDICAL,B,15000,11.71,0,0.25,N,4
23,78000,MORTGAGE,7,EDUCATION,A,6150,7.88,0,0.08,N,2
31,200000,RENT,5,HOMEIMPROVEMENT,B,15000,11.36,0,0.07,N,8
31,40000,RENT,1,DEBTCONSOLIDATION,A,8000,7.9,0,0.2,N,9
33,62000,MORTGAGE,3,EDUCATION,A,10000,7.88,0,0.16,N,6
41,34800,RENT,4,DEBTCONSOLIDATION,B,5000,11.99,0,0.14,N,14
29,153000,RENT,1,DEBTCONSOLIDATION,B,17600,8.7,0,0.12,N,7
24,95000,RENT,5,VENTURE,B,14000,,0,0.15,N,4
25,85000,MORTGAGE,9,DEBTCONSOLIDATION,B,24000,10.99,0,0.28,N,4
36,51000,RENT,5,MEDICAL,C,8000,13.47,0,0.16,Y,13
31,58000,MORTGAGE,15,HOMEIMPROVEMENT,A,8875,,0,0.15,N,5
22,33000,MORTGAGE,4,VENTURE,C,12500,14.26,0,0.38,Y,4
28,54000,MORTGAGE,9,EDUCATION,A,10000,8.59,0,0.19,N,8
25,48000,MORTGAGE,3,DEBTCONSOLIDATION,B,4800,10.74,0,0.1,N,4
26,130000,MORTGAGE,2,MEDICAL,A,18000,7.9,0,0.14,N,2
23,47496,RENT,7,EDUCATION,B,3500,12.69,0,0.07,N,2
25,40000,RENT,6,VENTURE,B,5500,,0,0.14,N,3
28,65000,OWN,13,VENTURE,A,8000,7.66,0,0.12,N,7
30,28000,OWN,14,MEDICAL,B,14400,12.18,0,0.51,N,5
33,108000,MORTGAGE,17,PERSONAL,C,7200,14.35,0,0.07,Y,6
30,68000,MORTGAGE,2,EDUCATION,C,6000,13.72,0,0.09,N,5
36,45000,MORTGAGE,21,HOMEIMPROVEMENT,B,2000,9.88,0,0.04,N,12
27,43495,MORTGAGE,3,EDUCATION,B,10800,10.99,0,0.25,N,6
33,82150,RENT,4,HOMEIMPROVEMENT,A,5000,7.51,0,0.06,N,5
28,36000,OWN,0,EDUCATION,C,2350,12.99,0,0.07,Y,5
24,120000,RENT,9,MEDICAL,C,15400,14.26,0,0.13,N,2
22,36000,MORTGAGE,3,EDUCATION,A,5250,,0,0.15,N,4
34,130000,MORTGAGE,5,PERSONAL,E,5000,17.56,0,0.04,Y,8
25,60000,OWN,9,HOMEIMPROVEMENT,A,5000,7.29,0,0.08,N,4
24,40000,RENT,3,DEBTCONSOLIDATION,A,4000,5.42,0,0.1,N,2
50,150000,RENT,0,HOMEIMPROVEMENT,B,11200,11.14,0,0.07,N,11
25,44000,RENT,9,MEDICAL,A,9000,7.29,0,0.2,N,3
29,103000,MORTGAGE,13,MEDICAL,A,4500,7.29,0,0.04,N,6
24,80000,MORTGAGE,8,VENTURE,D,5000,15.62,0,0.06,Y,2
24,40000,OWN,7,VENTURE,C,2000,12.53,0,0.05,N,4
25,53000,OWN,4,HOMEIMPROVEMENT,B,7200,9.91,0,0.14,N,3
31,57200,MORTGAGE,3,DEBTCONSOLIDATION,C,7500,13.11,0,0.13,Y,5
43,65000,MORTGAGE,2,EDUCATION,B,24000,10.99,0,0.37,N,13
22,40000,RENT,0,VENTURE,A,6000,8.32,0,0.15,N,3
32,230000,RENT,16,HOMEIMPROVEMENT,A,35000,,0,0.15,N,9
23,65000,RENT,2,DEBTCONSOLIDATION,C,8000,14.72,0,0.12,Y,2
25,32000,RENT,0,EDUCATION,A,4800,7.14,0,0.15,N,3
30,118000,RENT,5,HOMEIMPROVEMENT,A,10000,7.14,0,0.08,N,7
30,81004,RENT,3,VENTURE,A,10000,6.91,0,0.12,N,9
31,24000,RENT,3,VENTURE,A,6000,8.49,0,0.25,N,9
24,43000,MORTGAGE,7,MEDICAL,C,6000,13.49,0,0.14,Y,3
24,45000,RENT,2,DEBTCONSOLIDATION,B,4700,10.96,0,0.1,N,2
24,141000,OWN,8,PERSONAL,A,10000,7.49,0,0.07,N,2
34,38000,MORTGAGE,12,DEBTCONSOLIDATION,B,12775,9.91,0,0.34,N,5
31,47756,RENT,3,MEDICAL,C,3350,13.98,0,0.07,N,5
30,83000,MORTGAGE,4,DEBTCONSOLIDATION,B,20000,11.11,0,0.24,N,9
32,36000,OWN,3,EDUCATION,B,5000,10,0,0.14,N,6
24,56004,RENT,2,MEDICAL,C,14000,12.61,0,0.25,N,2
40,148350,MORTGAGE,11,HOMEIMPROVEMENT,A,5000,6.03,0,0.03,N,16
24,134000,RENT,8,PERSONAL,D,25000,16.07,0,0.19,Y,3
29,72000,MORTGAGE,3,MEDICAL,B,12000,11.49,0,0.17,N,5
25,129600,MORTGAGE,0,PERSONAL,B,3000,11.12,0,0.02,N,3
28,72000,MORTGAGE,3,EDUCATION,C,28000,15.96,0,0.39,N,10
34,72000,OWN,2,MEDICAL,A,13150,6.03,0,0.18,N,10
27,25000,RENT,9,VENTURE,C,2000,13.11,0,0.08,Y,6
24,100000,RENT,8,MEDICAL,C,8400,13.06,0,0.08,N,4
35,100000,MORTGAGE,13,EDUCATION,F,12000,15.76,0,0.12,N,6
28,94000,RENT,3,EDUCATION,A,3700,7.9,0,0.04,N,9
22,58000,RENT,6,EDUCATION,B,1000,11.26,0,0.02,N,3
25,120000,MORTGAGE,2,EDUCATION,B,13000,9.99,0,0.11,N,4
32,75000,MORTGAGE,3,VENTURE,B,10000,10.38,0,0.13,N,10
22,32000,MORTGAGE,3,EDUCATION,A,6000,8.49,0,0.19,N,2
37,40000,RENT,0,MEDICAL,B,12000,9.91,0,0.3,N,16
26,36194,MORTGAGE,10,PERSONAL,B,9250,10.08,0,0.26,N,3
27,96000,RENT,0,DEBTCONSOLIDATION,B,4375,8.88,0,0.05,N,7
31,60682,RENT,3,VENTURE,A,8650,8.49,0,0.14,N,8
22,175000,MORTGAGE,6,EDUCATION,B,18000,,0,0.1,N,2
23,72000,RENT,8,MEDICAL,B,3000,11.99,0,0.04,N,2
27,78000,RENT,4,HOMEIMPROVEMENT,C,9600,12.29,0,0.12,Y,9
21,50000,RENT,5,DEBTCONSOLIDATION,A,8075,6.17,0,0.16,N,2
31,75000,RENT,1,PERSONAL,C,10000,13.47,0,0.13,N,5
28,24000,MORTGAGE,2,PERSONAL,A,1500,7.14,0,0.06,N,6
24,29000,MORTGAGE,1,HOMEIMPROVEMENT,B,20000,10.62,0,0.69,N,3
24,37245,RENT,9,EDUCATION,A,7200,8.9,0,0.19,N,4
41,60000,OWN,7,PERSONAL,A,12000,6.91,0,0.2,N,13
38,125000,RENT,0,EDUCATION,A,12000,7.66,0,0.1,N,14
42,316800,MORTGAGE,3,PERSONAL,D,19400,,0,0.06,Y,13
32,40100,RENT,3,MEDICAL,C,7175,12.99,0,0.18,Y,6
22,60000,MORTGAGE,6,MEDICAL,A,8000,8.07,0,0.13,N,4
26,76000,RENT,6,PERSONAL,C,8000,13.11,0,0.11,N,3
31,46500,MORTGAGE,7,PERSONAL,C,8000,13.04,0,0.17,Y,6
26,89018,MORTGAGE,7,EDUCATION,C,5800,11.97,0,0.07,Y,2
21,31776,MORTGAGE,5,VENTURE,A,6000,8.9,0,0.19,N,3
42,82500,RENT,3,DEBTCONSOLIDATION,A,2575,6.76,0,0.03,N,11
23,115275,RENT,7,DEBTCONSOLIDATION,C,7500,11.28,0,0.07,Y,4
28,80000,RENT,7,VENTURE,B,3025,9.99,0,0.04,N,8
45,100000,MORTGAGE,16,PERSONAL,A,16000,6.62,0,0.16,N,16
23,76800,MORTGAGE,4,VENTURE,A,10000,9.63,0,0.13,N,4
29,73000,RENT,2,HOMEIMPROVEMENT,A,8000,7.4,0,0.11,N,7
33,35000,MORTGAGE,3,HOMEIMPROVEMENT,B,10000,10.99,0,0.29,N,5
23,81000,RENT,7,MEDICAL,C,18000,13.98,0,0.22,N,2
36,60000,MORTGAGE,12,EDUCATION,A,15000,7.88,0,0.25,N,17
26,140000,MORTGAGE,10,VENTURE,B,24250,12.53,0,0.17,N,4
25,60000,RENT,0,DEBTCONSOLIDATION,A,1200,7.66,0,0.02,N,3
30,46000,RENT,5,MEDICAL,A,6000,6.99,0,0.13,N,5
22,35000,MORTGAGE,3,MEDICAL,C,3500,,0,0.1,Y,3
26,156000,MORTGAGE,5,PERSONAL,B,7000,9.91,0,0.04,N,4
31,160000,RENT,8,VENTURE,C,3600,15.23,0,0.02,N,7
31,50000,MORTGAGE,5,VENTURE,A,2000,6.39,0,0.04,N,5
32,120000,MORTGAGE,9,VENTURE,A,8000,7.51,0,0.07,N,7
27,42000,MORTGAGE,11,PERSONAL,A,3500,8.49,0,0.08,N,9
26,60000,MORTGAGE,10,MEDICAL,A,12500,6.92,0,0.21,N,3
24,135000,RENT,3,EDUCATION,E,16000,16.69,0,0.12,N,2
34,75000,MORTGAGE,6,DEBTCONSOLIDATION,A,6000,7.51,0,0.08,N,7
25,87000,RENT,3,MEDICAL,B,8000,10.37,0,0.09,N,2
24,55000,RENT,6,DEBTCONSOLIDATION,A,10000,8.94,0,0.18,N,3
23,84000,RENT,0,DEBTCONSOLIDATION,C,15000,11.34,0,0.18,Y,4
24,54000,RENT,8,HOMEIMPROVEMENT,B,6800,10.59,0,0.13,N,3
25,47000,RENT,2,MEDICAL,C,12000,15.96,0,0.26,Y,2
27,44000,OWN,4,PERSONAL,C,2000,13.35,0,0.05,N,5
23,51852,MORTGAGE,0,MEDICAL,A,10000,8.59,0,0.19,N,2
27,26000,RENT,6,PERSONAL,B,6000,10.75,0,0.23,N,10
24,47000,MORTGAGE,8,PERSONAL,B,3000,12.69,0,0.06,N,3
30,66000,MORTGAGE,15,DEBTCONSOLIDATION,B,15000,11.14,0,0.23,N,5
28,40000,MORTGAGE,10,DEBTCONSOLIDATION,B,10000,11.26,0,0.25,N,6
23,27000,OWN,,EDUCATION,B,5000,10.65,0,0.19,N,4
26,100000,MORTGAGE,4,DEBTCONSOLIDATION,B,25000,11.99,0,0.25,N,3
23,88000,MORTGAGE,3,VENTURE,A,2700,7.9,0,0.03,N,4
28,120000,MORTGAGE,0,PERSONAL,B,20000,,0,0.17,N,5
24,30000,RENT,1,VENTURE,A,4000,7.49,0,0.13,N,4
31,80000,RENT,3,VENTURE,A,10000,7.66,0,0.13,N,7
24,47000,MORTGAGE,1,DEBTCONSOLIDATION,B,8500,,0,0.18,N,3
30,61800,MORTGAGE,6,DEBTCONSOLIDATION,B,20000,11.36,0,0.32,N,8
42,50000,MORTGAGE,5,EDUCATION,B,7000,,0,0.14,N,12
24,60000,RENT,3,HOMEIMPROVEMENT,D,8000,14.59,0,0.13,Y,3
25,70000,MORTGAGE,9,DEBTCONSOLIDATION,A,4000,6.92,0,0.06,N,2
26,30000,RENT,4,PERSONAL,C,5000,,0,0.17,Y,2
31,56000,RENT,4,MEDICAL,A,7000,7.29,0,0.13,N,8
65,93000,MORTGAGE,27,PERSONAL,B,25000,9.99,0,0.27,N,27
35,48000,RENT,7,MEDICAL,A,8250,7.51,0,0.17,N,6
23,80000,MORTGAGE,7,VENTURE,B,22000,10.65,0,0.28,N,2
23,40000,MORTGAGE,7,EDUCATION,B,3500,12.21,0,0.09,N,3
24,75000,RENT,5,VENTURE,D,8000,15.37,0,0.11,Y,3
23,28800,MORTGAGE,6,MEDICAL,B,5000,11.99,0,0.17,N,3
56,71884,OWN,11,PERSONAL,B,7425,9.99,0,0.1,N,24
31,90000,MORTGAGE,11,MEDICAL,A,12000,6.92,0,0.13,N,6
22,110000,MORTGAGE,0,DEBTCONSOLIDATION,A,28000,7.49,0,0.25,N,4
23,45000,RENT,4,EDUCATION,C,4800,13.98,0,0.11,N,3
38,30000,RENT,2,DEBTCONSOLIDATION,C,2200,,0,0.07,Y,11
26,36000,RENT,3,VENTURE,C,7800,14.27,0,0.22,N,2
24,54000,RENT,0,HOMEIMPROVEMENT,A,4850,8.49,0,0.09,N,2
23,36000,RENT,5,VENTURE,B,8000,,0,0.22,N,2
32,58000,OWN,3,VENTURE,C,8000,13.85,0,0.14,N,10
27,38400,RENT,6,MEDICAL,B,2400,10.65,0,0.06,N,6
23,72000,RENT,7,VENTURE,B,12000,9.99,0,0.17,N,3
33,114000,MORTGAGE,0,EDUCATION,D,16000,16.77,0,0.14,N,5
23,74706,RENT,4,DEBTCONSOLIDATION,B,12000,11.58,0,0.16,N,3
27,32890,RENT,5,EDUCATION,B,10000,10.95,0,0.3,N,5
31,125000,MORTGAGE,4,VENTURE,B,12500,11.48,0,0.1,N,10
27,104371,RENT,4,HOMEIMPROVEMENT,D,15000,16.77,0,0.14,N,5
25,43200,OWN,9,VENTURE,B,13800,11.48,0,0.32,N,2
21,32000,MORTGAGE,5,DEBTCONSOLIDATION,B,4200,11.58,0,0.13,N,2
26,134000,MORTGAGE,2,EDUCATION,C,30000,13.49,0,0.22,Y,3
41,92000,MORTGAGE,15,EDUCATION,A,12000,7.66,0,0.13,N,13
29,180000,MORTGAGE,2,PERSONAL,E,31000,19.42,0,0.17,Y,8
33,35000,OWN,4,VENTURE,A,10000,8.49,0,0.29,N,5
53,26400,RENT,3,DEBTCONSOLIDATION,A,2500,,0,0.09,N,28
43,46000,RENT,5,VENTURE,B,3000,11.71,0,0.07,N,17
21,18000,RENT,,MEDICAL,C,2400,14.72,0,0.13,N,3
22,27000,RENT,1,VENTURE,B,5000,10.08,0,0.19,N,2
28,50000,RENT,12,MEDICAL,C,8000,14.65,0,0.16,N,9
31,57240,MORTGAGE,1,EDUCATION,A,10000,5.99,0,0.17,N,6
29,55000,MORTGAGE,5,DEBTCONSOLIDATION,A,12000,7.49,0,0.22,N,8
22,68000,MORTGAGE,6,EDUCATION,A,16000,7.9,0,0.24,N,3
21,72100,RENT,6,PERSONAL,A,12000,5.79,0,0.17,N,2
25,25000,RENT,4,MEDICAL,C,1600,12.98,0,0.06,N,3
29,120000,MORTGAGE,8,VENTURE,A,5000,7.43,0,0.04,N,6
22,41000,MORTGAGE,0,VENTURE,B,6400,9.99,0,0.16,N,4
24,55000,RENT,8,PERSONAL,A,4800,6.92,0,0.09,N,3
46,80409,RENT,2,EDUCATION,A,14550,8.94,0,0.18,N,11
29,68000,MORTGAGE,13,EDUCATION,A,10000,7.74,0,0.15,N,7
31,30000,OWN,2,HOMEIMPROVEMENT,B,2950,10.75,0,0.1,N,7
26,47500,RENT,8,VENTURE,A,3000,6.76,0,0.06,N,2
21,40000,MORTGAGE,3,DEBTCONSOLIDATION,A,8000,6.92,0,0.2,N,4
24,105000,MORTGAGE,8,EDUCATION,B,13000,9.91,0,0.12,N,3
25,85000,RENT,4,HOMEIMPROVEMENT,B,20000,,0,0.24,N,2
26,50000,MORTGAGE,10,HOMEIMPROVEMENT,E,15000,16,0,0.3,N,3
39,40000,OWN,4,VENTURE,B,1000,10.37,0,0.03,N,16
48,30000,MORTGAGE,21,HOMEIMPROVEMENT,B,2100,12.42,0,0.07,N,14
37,51000,RENT,5,DEBTCONSOLIDATION,A,1800,7.51,0,0.04,N,14
22,70000,RENT,4,VENTURE,A,7550,7.51,0,0.11,N,2
24,71000,MORTGAGE,8,EDUCATION,B,20000,11.36,0,0.28,N,2
24,40000,RENT,2,PERSONAL,A,8000,6.17,0,0.2,N,2
21,60996,RENT,2,VENTURE,B,8500,,0,0.14,N,2
30,33600,MORTGAGE,12,HOMEIMPROVEMENT,C,3000,13.48,0,0.09,N,9
25,25000,OWN,3,EDUCATION,A,3000,6.76,0,0.12,N,2
23,50000,MORTGAGE,3,EDUCATION,A,10000,6.03,0,0.2,N,4
32,50000,RENT,6,DEBTCONSOLIDATION,B,10000,9.25,0,0.2,N,8
24,150000,MORTGAGE,5,DEBTCONSOLIDATION,B,20000,10.51,0,0.13,N,4
24,33000,OWN,7,VENTURE,A,14000,,0,0.42,N,2
43,86004,MORTGAGE,2,HOMEIMPROVEMENT,B,10000,9.99,0,0.12,N,14
24,65000,RENT,1,MEDICAL,B,6400,9.99,0,0.1,N,3
28,80004,MORTGAGE,2,VENTURE,B,22750,11.49,0,0.28,N,6
33,55200,RENT,3,VENTURE,C,8100,,0,0.15,Y,10
31,250000,MORTGAGE,2,MEDICAL,C,4000,14.22,0,0.02,Y,10
29,118374,MORTGAGE,13,HOMEIMPROVEMENT,C,3500,13.49,0,0.03,N,5
22,27996,OWN,5,MEDICAL,A,5000,5.79,0,0.18,N,2
22,42500,RENT,7,EDUCATION,A,3200,7.49,0,0.08,N,4
21,36000,MORTGAGE,5,MEDICAL,B,1000,12.42,0,0.03,N,2
32,150000,MORTGAGE,11,PERSONAL,A,20000,7.9,0,0.13,N,10
24,37000,MORTGAGE,4,MEDICAL,A,4000,,0,0.11,N,4
25,80000,RENT,0,DEBTCONSOLIDATION,B,16000,9.88,0,0.2,N,3
29,44400,MORTGAGE,,PERSONAL,A,5000,,0,0.11,N,7
24,116300,RENT,6,HOMEIMPROVEMENT,D,5000,14.96,0,0.04,Y,4
27,26000,RENT,6,MEDICAL,B,4000,10.25,0,0.15,N,10
34,564000,RENT,2,MEDICAL,A,6000,7.14,0,0.01,N,5
29,50000,MORTGAGE,0,PERSONAL,A,6300,6.62,0,0.13,N,10
34,110000,RENT,6,PERSONAL,C,15000,12.68,0,0.14,Y,10
24,61717,OWN,8,PERSONAL,A,3200,7.68,0,0.05,N,4
26,35000,OWN,1,VENTURE,B,5600,11.11,0,0.16,N,4
25,156000,MORTGAGE,9,DEBTCONSOLIDATION,C,10000,13.22,0,0.06,Y,2
26,137000,MORTGAGE,3,EDUCATION,B,3500,12.18,0,0.03,N,2
27,52800,RENT,2,VENTURE,B,8400,11.86,0,0.16,N,10
31,179000,MORTGAGE,13,MEDICAL,C,11200,14.27,0,0.06,N,5
29,65000,MORTGAGE,13,PERSONAL,C,16000,12.87,0,0.25,Y,10
30,70000,MORTGAGE,4,HOMEIMPROVEMENT,D,10000,16.89,0,0.14,Y,5
44,95000,MORTGAGE,4,VENTURE,B,10000,10.95,0,0.11,N,15
24,108000,MORTGAGE,5,EDUCATION,D,9950,14.96,0,0.09,Y,4
21,192000,MORTGAGE,123,VENTURE,A,20000,6.54,0,0.1,N,4
25,61440,RENT,9,VENTURE,B,8000,10.36,0,0.13,N,4
25,60000,RENT,0,DEBTCONSOLIDATION,B,7000,9.25,0,0.12,N,4
23,35000,RENT,0,EDUCATION,B,7000,10.99,0,0.2,N,3
38,65004,RENT,1,DEBTCONSOLIDATION,B,8000,11.83,0,0.12,N,11
39,201000,RENT,6,VENTURE,B,13500,11.49,0,0.07,N,14
33,39504,MORTGAGE,17,PERSONAL,A,3000,7.37,0,0.08,N,9
24,30000,RENT,3,EDUCATION,B,6000,11.71,0,0.2,N,4
29,60000,MORTGAGE,3,PERSONAL,A,7200,7.88,0,0.12,N,7
24,96900,MORTGAGE,8,DEBTCONSOLIDATION,A,9300,6.17,0,0.1,N,2
32,35000,RENT,0,MEDICAL,A,9000,8.59,0,0.26,N,6
29,40000,RENT,1,DEBTCONSOLIDATION,A,3600,8.59,0,0.09,N,5
27,60000,MORTGAGE,7,MEDICAL,B,3400,,0,0.06,N,7
25,115000,RENT,3,MEDICAL,B,10000,10.37,0,0.09,N,2
28,45100,MORTGAGE,2,VENTURE,A,6000,5.42,0,0.13,N,9
36,55000,RENT,5,VENTURE,A,7000,6.92,0,0.13,N,16
34,57000,RENT,9,DEBTCONSOLIDATION,B,7500,11.14,0,0.13,N,7
40,62000,RENT,3,DEBTCONSOLIDATION,A,8000,8.49,0,0.13,N,15
38,30000,RENT,5,VENTURE,C,5000,13.61,0,0.17,Y,11
39,40000,RENT,5,EDUCATION,D,6000,14.54,0,0.15,N,11
35,95142,MORTGAGE,18,PERSONAL,D,12000,14.84,0,0.13,Y,9
23,30000,RENT,0,DEBTCONSOLIDATION,B,5000,11.86,0,0.17,N,4
24,104000,MORTGAGE,9,PERSONAL,B,14000,9.99,0,0.13,N,3
34,32000,MORTGAGE,12,HOMEIMPROVEMENT,A,2275,6.17,0,0.07,N,10
28,50000,RENT,12,DEBTCONSOLIDATION,B,10000,10.74,0,0.2,N,8
26,30000,RENT,1,MEDICAL,B,2300,10.99,0,0.08,N,2
40,125000,MORTGAGE,3,HOMEIMPROVEMENT,A,10200,7.49,0,0.08,N,14
34,56000,OWN,0,MEDICAL,B,5600,11.86,0,0.1,N,7
29,57000,MORTGAGE,4,MEDICAL,A,2500,6.76,0,0.04,N,7
24,55000,MORTGAGE,8,EDUCATION,B,9600,,0,0.17,N,3
25,75000,OWN,6,MEDICAL,A,11000,8.49,0,0.15,N,3
23,55000,OWN,7,VENTURE,B,1000,11.49,0,0.02,N,4
27,53000,RENT,7,EDUCATION,B,10000,10.25,0,0.19,N,5
24,60000,RENT,7,PERSONAL,A,8400,6.17,0,0.14,N,3
29,64402,RENT,1,DEBTCONSOLIDATION,A,13500,7.49,0,0.21,N,8
22,61000,MORTGAGE,1,DEBTCONSOLIDATION,C,21000,14.26,0,0.34,Y,4
25,41520,OWN,9,MEDICAL,A,4400,7.29,0,0.11,N,2
24,120000,RENT,5,MEDICAL,A,15000,,0,0.13,N,3
24,65000,MORTGAGE,2,EDUCATION,D,20000,14.09,0,0.31,Y,3
22,99600,MORTGAGE,6,MEDICAL,B,5000,9.67,0,0.05,N,3
24,105804,MORTGAGE,8,EDUCATION,A,15000,7.49,0,0.14,N,2
